,Area name,GEOID,Race,Race Code,Education,Death Rate
713,Hamilton County,39061,Black or African American,2054-5,Unknown/Not on certificate,55.17
714,Lorain County,39093,Black or African American,2054-5,9th through 12th grade with no diploma,12.61
715,Lorain County,39093,Black or African American,2054-5,High school graduate or GED completed,12.12
716,Lorain County,39093,Black or African American,2054-5,"Some college credit, but not a degree",11.09
717,Lucas County,39095,Black or African American,2054-5,9th through 12th grade with no diploma,13.46
718,Lucas County,39095,Black or African American,2054-5,High school graduate or GED completed,10.94
719,Lucas County,39095,Black or African American,2054-5,"Some college credit, but not a degree",12.83
720,Mahoning County,39099,Black or African American,2054-5,9th through 12th grade with no diploma,21.57
721,Mahoning County,39099,Black or African American,2054-5,High school graduate or GED completed,10.14
722,Mahoning County,39099,Black or African American,2054-5,"Some college credit, but not a degree",18.15
723,Montgomery County,39113,Black or African American,2054-5,9th through 12th grade with no diploma,16.56
724,Montgomery County,39113,Black or African American,2054-5,High school graduate or GED completed,11.64
725,Montgomery County,39113,Black or African American,2054-5,"Some college credit, but not a degree",12.15
726,Montgomery County,39113,Black or African American,2054-5,"Associate degree (AA, AS)",12.23
727,Stark County,39151,Black or African American,2054-5,9th through 12th grade with no diploma,17.94
728,Stark County,39151,Black or African American,2054-5,High school graduate or GED completed,15.85
729,Stark County,39151,Black or African American,2054-5,"Some college credit, but not a degree",14.75
730,Summit County,39153,Black or African American,2054-5,9th through 12th grade with no diploma,16.69
731,Summit County,39153,Black or African American,2054-5,High school graduate or GED completed,10.47
732,Summit County,39153,Black or African American,2054-5,"Some college credit, but not a degree",12.92
733,Summit County,39153,Black or African American,2054-5,"Associate degree (AA, AS)",10.85
734,Unidentified Counties,39999,Black or African American,2054-5,9th through 12th grade with no diploma,15.51
735,Unidentified Counties,39999,Black or African American,2054-5,High school graduate or GED completed,13.97
736,Unidentified Counties,39999,Black or African American,2054-5,"Some college credit, but not a degree",10.36
737,Unidentified Counties,39999,Black or African American,2054-5,"Associate degree (AA, AS)",11.86
738,Unidentified Counties,39999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",5.91
739,Unidentified Counties,39999,Black or African American,2054-5,Unknown/Not on certificate,25.51
740,Oklahoma County,40109,Black or African American,2054-5,9th through 12th grade with no diploma,11.16
741,Oklahoma County,40109,Black or African American,2054-5,High school graduate or GED completed,15.4
742,Oklahoma County,40109,Black or African American,2054-5,"Some college credit, but not a degree",10.32
743,Oklahoma County,40109,Black or African American,2054-5,Excluded,13.54
744,Tulsa County,40143,Black or African American,2054-5,9th through 12th grade with no diploma,15.59
745,Tulsa County,40143,Black or African American,2054-5,High school graduate or GED completed,16.12
746,Tulsa County,40143,Black or African American,2054-5,"Some college credit, but not a degree",17.12
747,Tulsa County,40143,Black or African American,2054-5,Excluded,13.63
748,Unidentified Counties,40999,Black or African American,2054-5,9th through 12th grade with no diploma,9.75
749,Unidentified Counties,40999,Black or African American,2054-5,High school graduate or GED completed,11.14
750,Unidentified Counties,40999,Black or African American,2054-5,"Some college credit, but not a degree",14.01
751,Unidentified Counties,40999,Black or African American,2054-5,"Associate degree (AA, AS)",19.92
752,Unidentified Counties,40999,Black or African American,2054-5,Excluded,12.31
753,Multnomah County,41051,Black or African American,2054-5,9th through 12th grade with no diploma,10.82
754,Multnomah County,41051,Black or African American,2054-5,High school graduate or GED completed,9.75
755,Multnomah County,41051,Black or African American,2054-5,"Some college credit, but not a degree",8.14
756,Multnomah County,41051,Black or African American,2054-5,Excluded,13.59
757,Allegheny County,42003,Black or African American,2054-5,9th through 12th grade with no diploma,14.51
758,Allegheny County,42003,Black or African American,2054-5,High school graduate or GED completed,14.98
759,Allegheny County,42003,Black or African American,2054-5,"Some college credit, but not a degree",13.78
760,Allegheny County,42003,Black or African American,2054-5,"Associate degree (AA, AS)",9.82
761,Allegheny County,42003,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",7.27
762,Allegheny County,42003,Black or African American,2054-5,Unknown/Not on certificate,195.4
763,Berks County,42011,Black or African American,2054-5,9th through 12th grade with no diploma,11.92
764,Berks County,42011,Black or African American,2054-5,High school graduate or GED completed,17.86
765,Berks County,42011,Black or African American,2054-5,"Some college credit, but not a degree",16.84
766,Bucks County,42017,Black or African American,2054-5,Unknown/Not on certificate,30.88
767,Chester County,42029,Black or African American,2054-5,High school graduate or GED completed,7.97
768,Chester County,42029,Black or African American,2054-5,"Some college credit, but not a degree",11.66
769,Dauphin County,42043,Black or African American,2054-5,9th through 12th grade with no diploma,12.11
770,Dauphin County,42043,Black or African American,2054-5,High school graduate or GED completed,12.45
771,Dauphin County,42043,Black or African American,2054-5,"Some college credit, but not a degree",12.28
772,Delaware County,42045,Black or African American,2054-5,9th through 12th grade with no diploma,11.41
773,Delaware County,42045,Black or African American,2054-5,High school graduate or GED completed,11.72
774,Delaware County,42045,Black or African American,2054-5,"Some college credit, but not a degree",13.18
775,Delaware County,42045,Black or African American,2054-5,"Associate degree (AA, AS)",17.24
776,Delaware County,42045,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",9.17
777,Delaware County,42045,Black or African American,2054-5,Unknown/Not on certificate,85.3
778,Erie County,42049,Black or African American,2054-5,9th through 12th grade with no diploma,10.44
779,Erie County,42049,Black or African American,2054-5,High school graduate or GED completed,16.84
780,Erie County,42049,Black or African American,2054-5,"Some college credit, but not a degree",12.42
781,Lancaster County,42071,Black or African American,2054-5,9th through 12th grade with no diploma,11.32
782,Lancaster County,42071,Black or African American,2054-5,High school graduate or GED completed,13.53
783,Lehigh County,42077,Black or African American,2054-5,9th through 12th grade with no diploma,6.93
784,Lehigh County,42077,Black or African American,2054-5,High school graduate or GED completed,14.39
785,Lehigh County,42077,Black or African American,2054-5,"Some college credit, but not a degree",9.42
786,Luzerne County,42079,Black or African American,2054-5,9th through 12th grade with no diploma,14.81
787,Luzerne County,42079,Black or African American,2054-5,"Some college credit, but not a degree",17.8
788,Montgomery County,42091,Black or African American,2054-5,9th through 12th grade with no diploma,15.22
789,Montgomery County,42091,Black or African American,2054-5,High school graduate or GED completed,12.65
790,Montgomery County,42091,Black or African American,2054-5,"Some college credit, but not a degree",10.09
791,Montgomery County,42091,Black or African American,2054-5,"Master's degree (MA, MS)",11.31
792,Northampton County,42095,Black or African American,2054-5,High school graduate or GED completed,14.12
793,Philadelphia County,42101,Black or African American,2054-5,8th grade or less,5.99
794,Philadelphia County,42101,Black or African American,2054-5,9th through 12th grade with no diploma,12.75
795,Philadelphia County,42101,Black or African American,2054-5,High school graduate or GED completed,10.47
796,Philadelphia County,42101,Black or African American,2054-5,"Some college credit, but not a degree",9.21
797,Philadelphia County,42101,Black or African American,2054-5,"Associate degree (AA, AS)",8.61
798,Philadelphia County,42101,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",9.13
799,Philadelphia County,42101,Black or African American,2054-5,"Master's degree (MA, MS)",5.59
800,Philadelphia County,42101,Black or African American,2054-5,Unknown/Not on certificate,114.45
801,York County,42133,Black or African American,2054-5,High school graduate or GED completed,11.09
802,York County,42133,Black or African American,2054-5,"Some college credit, but not a degree",15.1
803,Unidentified Counties,42999,Black or African American,2054-5,9th through 12th grade with no diploma,17.22
804,Unidentified Counties,42999,Black or African American,2054-5,High school graduate or GED completed,12.21
805,Unidentified Counties,42999,Black or African American,2054-5,"Some college credit, but not a degree",10.54
806,Unidentified Counties,42999,Black or African American,2054-5,"Associate degree (AA, AS)",9.68
807,Unidentified Counties,42999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",12.94
808,Unidentified Counties,42999,Black or African American,2054-5,Unknown/Not on certificate,35.04
809,Providence County,44007,Black or African American,2054-5,Excluded,10.1
810,Unidentified Counties,44999,Black or African American,2054-5,Excluded,13.1
811,Charleston County,45019,Black or African American,2054-5,9th through 12th grade with no diploma,10.88
812,Charleston County,45019,Black or African American,2054-5,High school graduate or GED completed,10.22
813,Charleston County,45019,Black or African American,2054-5,"Some college credit, but not a degree",9.09
814,Charleston County,45019,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",9.21
815,Charleston County,45019,Black or African American,2054-5,Unknown/Not on certificate,106.67
816,Greenville County,45045,Black or African American,2054-5,9th through 12th grade with no diploma,12.9
817,Greenville County,45045,Black or African American,2054-5,High school graduate or GED completed,11.68
818,Greenville County,45045,Black or African American,2054-5,"Some college credit, but not a degree",11.03
819,Greenville County,45045,Black or African American,2054-5,"Associate degree (AA, AS)",9.67
820,Richland County,45079,Black or African American,2054-5,9th through 12th grade with no diploma,11.53
821,Richland County,45079,Black or African American,2054-5,High school graduate or GED completed,12.32
822,Richland County,45079,Black or African American,2054-5,"Some college credit, but not a degree",9.43
823,Richland County,45079,Black or African American,2054-5,"Associate degree (AA, AS)",11.47
824,Richland County,45079,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",7.59
825,Richland County,45079,Black or African American,2054-5,"Master's degree (MA, MS)",7.88
826,Spartanburg County,45083,Black or African American,2054-5,9th through 12th grade with no diploma,8.17
827,Spartanburg County,45083,Black or African American,2054-5,High school graduate or GED completed,8.72
828,Spartanburg County,45083,Black or African American,2054-5,"Some college credit, but not a degree",8.19
829,Unidentified Counties,45999,Black or African American,2054-5,8th grade or less,10.93
830,Unidentified Counties,45999,Black or African American,2054-5,9th through 12th grade with no diploma,11.79
831,Unidentified Counties,45999,Black or African American,2054-5,High school graduate or GED completed,11.95
832,Unidentified Counties,45999,Black or African American,2054-5,"Some college credit, but not a degree",10.76
833,Unidentified Counties,45999,Black or African American,2054-5,"Associate degree (AA, AS)",11.63
834,Unidentified Counties,45999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",11.53
835,Unidentified Counties,45999,Black or African American,2054-5,"Master's degree (MA, MS)",11.56
836,Unidentified Counties,45999,Black or African American,2054-5,Unknown/Not on certificate,45.93
837,Unidentified Counties,46999,Black or African American,2054-5,High school graduate or GED completed,12.79
838,Davidson County,47037,Black or African American,2054-5,8th grade or less,7.92
839,Davidson County,47037,Black or African American,2054-5,9th through 12th grade with no diploma,14.36
840,Davidson County,47037,Black or African American,2054-5,High school graduate or GED completed,11.44
841,Davidson County,47037,Black or African American,2054-5,"Some college credit, but not a degree",9.08
842,Davidson County,47037,Black or African American,2054-5,"Associate degree (AA, AS)",12.42
843,Davidson County,47037,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",8.79
844,Davidson County,47037,Black or African American,2054-5,Unknown/Not on certificate,78.19
845,Hamilton County,47065,Black or African American,2054-5,9th through 12th grade with no diploma,15
846,Hamilton County,47065,Black or African American,2054-5,High school graduate or GED completed,13.84
847,Hamilton County,47065,Black or African American,2054-5,"Some college credit, but not a degree",11.95
848,Knox County,47093,Black or African American,2054-5,9th through 12th grade with no diploma,13.99
849,Knox County,47093,Black or African American,2054-5,High school graduate or GED completed,9.45
850,Knox County,47093,Black or African American,2054-5,"Some college credit, but not a degree",15.02
851,Shelby County,47157,Black or African American,2054-5,8th grade or less,12.8
852,Shelby County,47157,Black or African American,2054-5,9th through 12th grade with no diploma,14.96
853,Shelby County,47157,Black or African American,2054-5,High school graduate or GED completed,14.36
854,Shelby County,47157,Black or African American,2054-5,"Some college credit, but not a degree",12.82
855,Shelby County,47157,Black or African American,2054-5,"Associate degree (AA, AS)",15.04
856,Shelby County,47157,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",11.95
857,Shelby County,47157,Black or African American,2054-5,"Master's degree (MA, MS)",9.42
858,Shelby County,47157,Black or African American,2054-5,Unknown/Not on certificate,27.3
859,Unidentified Counties,47999,Black or African American,2054-5,8th grade or less,10.77
860,Unidentified Counties,47999,Black or African American,2054-5,9th through 12th grade with no diploma,13.12
861,Unidentified Counties,47999,Black or African American,2054-5,High school graduate or GED completed,11.4
862,Unidentified Counties,47999,Black or African American,2054-5,"Some college credit, but not a degree",10.53
863,Unidentified Counties,47999,Black or African American,2054-5,"Associate degree (AA, AS)",9.37
864,Unidentified Counties,47999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",6.17
865,Bell County,48027,Black or African American,2054-5,High school graduate or GED completed,7.44
866,Bell County,48027,Black or African American,2054-5,"Some college credit, but not a degree",9.08
867,Bexar County,48029,Black or African American,2054-5,9th through 12th grade with no diploma,12.39
868,Bexar County,48029,Black or African American,2054-5,High school graduate or GED completed,8.21
869,Bexar County,48029,Black or African American,2054-5,"Some college credit, but not a degree",8.49
870,Bexar County,48029,Black or African American,2054-5,"Associate degree (AA, AS)",7.12
871,Bexar County,48029,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",11.21
872,Collin County,48085,Black or African American,2054-5,High school graduate or GED completed,6.99
873,Collin County,48085,Black or African American,2054-5,"Some college credit, but not a degree",7.23
874,Collin County,48085,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",4.09
875,Collin County,48085,Black or African American,2054-5,"Master's degree (MA, MS)",9.23
876,Dallas County,48113,Black or African American,2054-5,9th through 12th grade with no diploma,12.72
877,Dallas County,48113,Black or African American,2054-5,High school graduate or GED completed,12.48
878,Dallas County,48113,Black or African American,2054-5,"Some college credit, but not a degree",10.48
879,Dallas County,48113,Black or African American,2054-5,"Associate degree (AA, AS)",13.68
880,Dallas County,48113,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.42
881,Dallas County,48113,Black or African American,2054-5,"Master's degree (MA, MS)",9.11
882,Dallas County,48113,Black or African American,2054-5,Unknown/Not on certificate,111.84
883,Denton County,48121,Black or African American,2054-5,High school graduate or GED completed,10.01
884,Denton County,48121,Black or African American,2054-5,"Some college credit, but not a degree",9.85
885,Denton County,48121,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",6.18
886,El Paso County,48141,Black or African American,2054-5,High school graduate or GED completed,12.13
887,El Paso County,48141,Black or African American,2054-5,"Some college credit, but not a degree",12.29
888,Fort Bend County,48157,Black or African American,2054-5,High school graduate or GED completed,10.93
889,Fort Bend County,48157,Black or African American,2054-5,"Some college credit, but not a degree",7.03
890,Fort Bend County,48157,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",6.54
891,Fort Bend County,48157,Black or African American,2054-5,"Master's degree (MA, MS)",7.69
892,Galveston County,48167,Black or African American,2054-5,High school graduate or GED completed,9.87
893,Galveston County,48167,Black or African American,2054-5,"Some college credit, but not a degree",11.34
894,Harris County,48201,Black or African American,2054-5,8th grade or less,10.21
895,Harris County,48201,Black or African American,2054-5,9th through 12th grade with no diploma,12
896,Harris County,48201,Black or African American,2054-5,High school graduate or GED completed,11.3
897,Harris County,48201,Black or African American,2054-5,"Some college credit, but not a degree",9.53
898,Harris County,48201,Black or African American,2054-5,"Associate degree (AA, AS)",10.2
899,Harris County,48201,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",7.44
900,Harris County,48201,Black or African American,2054-5,"Master's degree (MA, MS)",8.14
901,Harris County,48201,Black or African American,2054-5,Unknown/Not on certificate,117.32
902,Jefferson County,48245,Black or African American,2054-5,9th through 12th grade with no diploma,11.04
903,Jefferson County,48245,Black or African American,2054-5,High school graduate or GED completed,13.25
904,Jefferson County,48245,Black or African American,2054-5,"Some college credit, but not a degree",9.25
905,Jefferson County,48245,Black or African American,2054-5,"Associate degree (AA, AS)",24.29
906,Montgomery County,48339,Black or African American,2054-5,High school graduate or GED completed,12.01
907,Tarrant County,48439,Black or African American,2054-5,9th through 12th grade with no diploma,12.94
908,Tarrant County,48439,Black or African American,2054-5,High school graduate or GED completed,15.18
909,Tarrant County,48439,Black or African American,2054-5,"Some college credit, but not a degree",10.42
910,Tarrant County,48439,Black or African American,2054-5,"Associate degree (AA, AS)",10.33
911,Tarrant County,48439,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",9.72
912,Tarrant County,48439,Black or African American,2054-5,"Master's degree (MA, MS)",9.63
913,Travis County,48453,Black or African American,2054-5,9th through 12th grade with no diploma,16.57
914,Travis County,48453,Black or African American,2054-5,High school graduate or GED completed,7.75
915,Travis County,48453,Black or African American,2054-5,"Some college credit, but not a degree",9.53
916,Travis County,48453,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",11.75
917,Unidentified Counties,48999,Black or African American,2054-5,8th grade or less,7.14
918,Unidentified Counties,48999,Black or African American,2054-5,9th through 12th grade with no diploma,10.73
919,Unidentified Counties,48999,Black or African American,2054-5,High school graduate or GED completed,11.5
920,Unidentified Counties,48999,Black or African American,2054-5,"Some college credit, but not a degree",9.75
921,Unidentified Counties,48999,Black or African American,2054-5,"Associate degree (AA, AS)",9.41
922,Unidentified Counties,48999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",9.65
923,Unidentified Counties,48999,Black or African American,2054-5,"Master's degree (MA, MS)",5.2
924,Unidentified Counties,48999,Black or African American,2054-5,Unknown/Not on certificate,56.87
925,Salt Lake County,49035,Black or African American,2054-5,High school graduate or GED completed,15.56
926,Salt Lake County,49035,Black or African American,2054-5,Excluded,9.29
927,Chesterfield County,51041,Black or African American,2054-5,Excluded,9.12
928,Fairfax County,51059,Black or African American,2054-5,"Some college credit, but not a degree",11.37
929,Fairfax County,51059,Black or African American,2054-5,Excluded,8.24
930,Henrico County,51087,Black or African American,2054-5,High school graduate or GED completed,14.93
931,Henrico County,51087,Black or African American,2054-5,Excluded,11.35
932,Prince William County,51153,Black or African American,2054-5,Excluded,10.93
933,Virginia Beach city,51810,Black or African American,2054-5,High school graduate or GED completed,15.4
934,Virginia Beach city,51810,Black or African American,2054-5,"Some college credit, but not a degree",7.4
935,Virginia Beach city,51810,Black or African American,2054-5,Excluded,11.13
936,Unidentified Counties,51999,Black or African American,2054-5,9th through 12th grade with no diploma,11.93
937,Unidentified Counties,51999,Black or African American,2054-5,High school graduate or GED completed,10.59
938,Unidentified Counties,51999,Black or African American,2054-5,"Some college credit, but not a degree",10.26
939,Unidentified Counties,51999,Black or African American,2054-5,"Associate degree (AA, AS)",7.54
940,Unidentified Counties,51999,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.52
941,Unidentified Counties,51999,Black or African American,2054-5,"Master's degree (MA, MS)",7.83
942,Unidentified Counties,51999,Black or African American,2054-5,Unknown/Not on certificate,50.68
943,Unidentified Counties,51999,Black or African American,2054-5,Excluded,13.47
944,King County,53033,Black or African American,2054-5,8th grade or less,6.73
945,King County,53033,Black or African American,2054-5,9th through 12th grade with no diploma,7.13
946,King County,53033,Black or African American,2054-5,High school graduate or GED completed,7.47
947,King County,53033,Black or African American,2054-5,"Some college credit, but not a degree",7.37
948,King County,53033,Black or African American,2054-5,"Associate degree (AA, AS)",9.34
949,King County,53033,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",5.19
950,King County,53033,Black or African American,2054-5,Unknown/Not on certificate,18.9
951,Pierce County,53053,Black or African American,2054-5,9th through 12th grade with no diploma,10.53
952,Pierce County,53053,Black or African American,2054-5,High school graduate or GED completed,11.03
953,Pierce County,53053,Black or African American,2054-5,"Some college credit, but not a degree",8.16
954,Unidentified Counties,53999,Black or African American,2054-5,High school graduate or GED completed,7.87
955,Unidentified Counties,53999,Black or African American,2054-5,"Some college credit, but not a degree",9.08
956,Unidentified Counties,54999,Black or African American,2054-5,Excluded,10.92
957,Dane County,55025,Black or African American,2054-5,High school graduate or GED completed,12.58
958,Dane County,55025,Black or African American,2054-5,"Some college credit, but not a degree",16.44
959,Dane County,55025,Black or African American,2054-5,Excluded,14.92
960,Milwaukee County,55079,Black or African American,2054-5,9th through 12th grade with no diploma,14.84
961,Milwaukee County,55079,Black or African American,2054-5,High school graduate or GED completed,11.15
962,Milwaukee County,55079,Black or African American,2054-5,"Some college credit, but not a degree",16.16
963,Milwaukee County,55079,Black or African American,2054-5,"Associate degree (AA, AS)",12.71
964,Milwaukee County,55079,Black or African American,2054-5,"Bachelor's degree (BA, AB, BS)",10.02
965,Milwaukee County,55079,Black or African American,2054-5,Unknown/Not on certificate,73.77
966,Milwaukee County,55079,Black or African American,2054-5,Excluded,14.07
967,Unidentified Counties,55999,Black or African American,2054-5,9th through 12th grade with no diploma,17.09
968,Unidentified Counties,55999,Black or African American,2054-5,High school graduate or GED completed,13.71
969,Unidentified Counties,55999,Black or African American,2054-5,"Some college credit, but not a degree",15.27
970,Unidentified Counties,55999,Black or African American,2054-5,Excluded,12.52
